Category | Function,Role,Resource type,Unit,Region,Rate_low,Rate_high,Currency,Source,Notes,Estimated_Cost,Band,Anomaly_Flag
Production (Broadcast),Broadcast Editor,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Executive Producer,FTE,Hour,UK-LON,220.00,220.00,GBP,OP_Content Lab,Exact Rate Match,93.62,O,
Production (Broadcast),Executive Producer,FTE,Hour,EU-ES,165.00,165.00,EUR,OP_Content Lab,Exact Rate Match,70.21,N,
Production (Broadcast),Executive Producer,FTE,Hour,EU-FR,220.00,220.00,EUR,OP_Content Lab,Exact Rate Match,93.62,N,
Production (Broadcast),Executive Producer,FTE,Hour,EU-DE,225.00,225.00,EUR,OP_Content Lab,Exact Rate Match,95.74,N,
Production (Broadcast),Executive Producer,FTE,Hour,EU-IT,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Production (Broadcast),Executive Producer,FTE,Hour,LATAM-BR,875.00,875.00,BRL,OP_Content Lab,Exact Rate Match,372.34,M,
Production (Broadcast),Executive Producer,FTE,Hour,APAC-CN,"1,325.00","1,325.00",CNY,OP_Content Lab,Exact Rate Match,563.83,N,
Production (Broadcast),Executive Producer,FTE,Hour,NA-CA,195.00,195.00,CAD,OP_Content Lab,Exact Rate Match,82.98,M,
Production (Broadcast),Executive Producer,FTE,Hour,EU-CH,225.00,225.00,CHF,OP_Content Lab,Exact Rate Match,95.74,O,
Production (Broadcast),Executive Producer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Executive Producer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Executive Producer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Executive Producer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,UK-LON,300.00,300.00,GBP,OP_Content Lab,Exact Rate Match,127.66,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-ES,250.00,250.00,EUR,OP_Content Lab,Exact Rate Match,106.38,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-FR,315.00,315.00,EUR,OP_Content Lab,Exact Rate Match,134.04,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-DE,300.00,300.00,EUR,OP_Content Lab,Exact Rate Match,127.66,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-IT,225.00,225.00,EUR,OP_Content Lab,Exact Rate Match,95.74,N,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,LATAM-BR,"1,500.00","1,500.00",BRL,OP_Content Lab,Exact Rate Match,638.3,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,APAC-CN,"3,100.00","3,100.00",CNY,OP_Content Lab,Exact Rate Match,1319.15,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,NA-CA,300.00,300.00,CAD,OP_Content Lab,Exact Rate Match,127.66,N,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-CH,300.00,300.00,CHF,OP_Content Lab,Exact Rate Match,127.66,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match,48.94,L,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match,178.72,J,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match,268.09,K,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match,50.21,K,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Producer,FTE,Hour,UK-LON,110.00,110.00,GBP,OP_Content Lab,Exact Rate Match,46.81,M,
Production (Broadcast),Producer,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Production (Broadcast),Producer,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Production (Broadcast),Producer,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match,63.83,M,
Production (Broadcast),Producer,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Broadcast),Producer,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match,272.34,L,
Production (Broadcast),Producer,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match,302.13,K,
Production (Broadcast),Producer,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match,61.7,L,
Production (Broadcast),Producer,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match,63.83,M,
Production (Broadcast),Producer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Producer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Producer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Producer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,UK-LON,180.00,180.00,GBP,OP_Content Lab,Exact Rate Match,76.6,N,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-ES,155.00,155.00,EUR,OP_Content Lab,Exact Rate Match,65.96,M,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-FR,200.00,200.00,EUR,OP_Content Lab,Exact Rate Match,85.11,N,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-DE,210.00,210.00,EUR,OP_Content Lab,Exact Rate Match,89.36,N,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-IT,145.00,145.00,EUR,OP_Content Lab,Exact Rate Match,61.7,M,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,LATAM-BR,790.00,790.00,BRL,OP_Content Lab,Exact Rate Match,336.17,M,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,APAC-CN,815.00,815.00,CNY,OP_Content Lab,Exact Rate Match,346.81,L,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,NA-CA,177.00,177.00,CAD,OP_Content Lab,Exact Rate Match,75.32,L,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-CH,210.00,210.00,CHF,OP_Content Lab,Exact Rate Match,89.36,N,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Senior Producer,FTE,Hour,UK-LON,145.00,145.00,GBP,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Broadcast),Senior Producer,FTE,Hour,EU-ES,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Broadcast),Senior Producer,FTE,Hour,EU-FR,190.00,190.00,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Senior Producer,FTE,Hour,EU-DE,190.00,190.00,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Senior Producer,FTE,Hour,EU-IT,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Broadcast),Senior Producer,FTE,Hour,LATAM-BR,675.00,675.00,BRL,OP_Content Lab,Exact Rate Match,287.23,L,
Production (Broadcast),Senior Producer,FTE,Hour,APAC-CN,740.00,740.00,CNY,OP_Content Lab,Exact Rate Match,314.89,K,
Production (Broadcast),Senior Producer,FTE,Hour,NA-CA,160.00,160.00,CAD,OP_Content Lab,Exact Rate Match,68.09,L,
Production (Broadcast),Senior Producer,FTE,Hour,EU-CH,190.00,190.00,CHF,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Senior Producer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Senior Producer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Senior Producer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Senior Producer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Digital),Senior Producer - Digital,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Production (Digital),Senior Producer - Digital,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Production (Digital),Senior Producer - Digital,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Production (Digital),Senior Producer - Digital,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Production (Digital),Senior Producer - Digital,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Production (Digital),Digital Producer,FTE,Hour,UK-LON,78,78,GBP,OP_JH consolidated ratecard,,33.19,K,
Production (Digital),Digital Producer,FTE,Hour,EU-ES,62,62,EUR,OP_JH consolidated ratecard,,26.38,J,
Production (Digital),Digital Producer,FTE,Hour,EU-FR,70,70,EUR,OP_JH consolidated ratecard,,29.79,J,
Production (Digital),Digital Producer,FTE,Hour,EU-DE,70,70,EUR,OP_JH consolidated ratecard,,29.79,J,
Production (Digital),Junior Digital Designer,FTE,Hour,UK-LON,70,70,GBP,OP_JH consolidated ratecard,,29.79,K,
Production (Digital),Junior Digital Designer,FTE,Hour,EU-ES,50,50,EUR,OP_JH consolidated ratecard,,21.28,J,
Production (Digital),Junior Digital Designer,FTE,Hour,EU-FR,52,52,EUR,OP_JH consolidated ratecard,,22.13,J,
Production (Digital),Junior Digital Designer,FTE,Hour,EU-DE,52,52,EUR,OP_JH consolidated ratecard,,22.13,J,
Production (Digital),Junior HTML Developer,FTE,Hour,UK-LON,70,70,GBP,OP_JH consolidated ratecard,,29.79,K,
Production (Digital),Junior HTML Developer,FTE,Hour,EU-ES,50,50,EUR,OP_JH consolidated ratecard,,21.28,J,
Production (Digital),Junior HTML Developer,FTE,Hour,EU-FR,52,52,EUR,OP_JH consolidated ratecard,,22.13,J,
Production (Digital),Junior HTML Developer,FTE,Hour,EU-DE,52,52,EUR,OP_JH consolidated ratecard,,22.13,J,
Production (Digital),QA/Tester,FTE,Hour,UK-LON,80,80,GBP,OP_JH consolidated ratecard,,34.04,K,
Production (Digital),QA/Tester,FTE,Hour,EU-ES,53,53,EUR,OP_JH consolidated ratecard,,22.55,J,
Production (Digital),QA/Tester,FTE,Hour,EU-FR,55,55,EUR,OP_JH consolidated ratecard,,23.4,J,
Production (Digital),QA/Tester,FTE,Hour,EU-DE,55,55,EUR,OP_JH consolidated ratecard,,23.4,J,
Production (Digital),Senior Digital Designer,FTE,Hour,UK-LON,78.00,78.00,GBP,OP_JH consolidated ratecard,,33.19,K,
Production (Digital),Senior Digital Designer,FTE,Hour,EU-ES,64.00,120.00,EUR,OP_JH consolidated ratecard,,27.23,J,
Production (Digital),Senior Digital Designer,FTE,Hour,EU-FR,67.00,175.00,EUR,OP_JH consolidated ratecard,,28.51,J,
Production (Digital),Senior Digital Designer,FTE,Hour,EU-DE,67.00,150.00,EUR,OP_JH consolidated ratecard,,28.51,J,
Production (Digital),Senior Digital Designer,FTE,Hour,EU-IT,64.00,127.00,EUR,OP_JH consolidated ratecard,,27.23,J,
Production (Digital),Senior HTML Developer,FTE,Hour,UK-LON,78.00,78.00,GBP,OP_JH consolidated ratecard,,33.19,K,
Production (Digital),Senior HTML Developer,FTE,Hour,EU-ES,64.00,120.00,EUR,OP_JH consolidated ratecard,,27.23,J,
Production (Digital),Senior HTML Developer,FTE,Hour,EU-FR,67.00,175.00,EUR,OP_JH consolidated ratecard,,28.51,J,
Production (Digital),Senior HTML Developer,FTE,Hour,EU-DE,67.00,150.00,EUR,OP_JH consolidated ratecard,,28.51,J,
Production (Digital),Senior HTML Developer,FTE,Hour,EU-IT,64.00,127.00,EUR,OP_JH consolidated ratecard,,27.23,J,
Production (Integrated),Assistant Producer - Film,FTE,Day,UK-LON,377.36,436.69,GBP,EG_JH Resource Calc,Combined EG J>K range,160.58,J,
Production (Integrated),Assistant Producer - Digital,FTE,Day,UK-LON,377.36,436.69,GBP,EG_JH Resource Calc,,160.58,J,
Production (Integrated),Integrated Production - Coordinator,FTE,Day,UK-LON,377.36,436.69,GBP,EG_JH Resource Calc,,160.58,J,
Production (Integrated),Integrated Production - Producer,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Production (Integrated),Producer - Digital,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Production (Integrated),Associate Production Director - Film,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Production (Integrated),Associate Production Director - Photo,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Production (Integrated),Integrated Production - Senior Manager,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Production (Integrated),Integrated Production - Senior Producer,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Production (Integrated),Media Producer (photography),Contractor,Day,US-National,748.8,802.4,USD,EG_JH Resource Calc,,318.64,K,
Production (Integrated),Media Producer (photography),Contractor,Day,UK-LON,585,625.87,GBP,EG_JH Resource Calc,,248.94,K,
Production (Integrated),Media Producer (US - Contract),Contractor,Day,US-National,826,1560,USD,EG_JH Resource Calc,,351.49,K,
Production (Integrated),Executive Producer,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,,413.78,M,
Production (Integrated),Producer (UK - Contract) (Senior Producer level),Contractor,Day,US-National,780,845,GBP,EG_JH Resource Calc,,331.91,L,
Production (Integrated),Producer (US - Contract),Contractor,Day,US-National,802.4,802.4,USD,EG_JH Resource Calc,,341.45,K,
Production (Integrated),Senior Media Producer,Contractor,Day,US-National,"1,475.04",1560,USD,EG_JH Resource Calc,,627.68,N,
Production (Integrated),Integrated Production - Director of Production,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,,413.78,M,
Production (Integrated),Integrated Production - Coordinator,FTE,Day,US-AUS,494.65,494.65,USD,EG_JH Resource Calc,,210.49,J,
Production (Integrated),Integrated Production - Producer,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Production (Integrated),Producer - Digital,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Production (Integrated),Associate Production Director - Film,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Production (Integrated),Associate Production Director - Photo,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Production (Integrated),Integrated Production - Senior Manager,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Production (Integrated),Integrated Production - Senior Producer,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Production (Integrated),Executive Producer,FTE,Day,US-AUS,"1,215.73","1,215.73",USD,EG_JH Resource Calc,,517.33,M,
Production (Integrated),Integrated Production - Director of Production,FTE,Day,US-AUS,"1,215.73","1,215.73",USD,EG_JH Resource Calc,,517.33,M,
Production (Integrated),Assistant Producer - Film,FTE,Day,US-SF,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Production (Integrated),Assistant Producer - Digital,FTE,Day,US-SF,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Production (Integrated),Integrated Production - Coordinator,FTE,Day,US-SF,546.23,546.23,USD,EG_JH Resource Calc,,232.44,J,
Production (Integrated),Integrated Production - Producer,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Production (Integrated),Producer - Digital,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Production (Integrated),Associate Production Director - Film,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Production (Integrated),Associate Production Director - Photo,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Production (Integrated),Integrated Production - Senior Manager,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Production (Integrated),Integrated Production - Senior Producer,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Production (Integrated),Executive Producer,FTE,Day,US-SF,"1,360.46","1,360.46",USD,EG_JH Resource Calc,,578.92,M,
Production (Integrated),Integrated Production - Director of Production,FTE,Day,US-SF,"1,360.47","1,360.47",USD,EG_JH Resource Calc,,578.92,M,
Production (Integrated),Assistant Producer - Film,FTE,Day,US-SEA,377.13,470.17,USD,EG_JH Resource Calc,,160.48,J,
Production (Integrated),Assistant Producer - Digital,FTE,Day,US-SEA,377.13,470.17,USD,EG_JH Resource Calc,,160.48,J,
Production (Integrated),Integrated Production - Coordinator,FTE,Day,US-SEA,470.17,470.17,USD,EG_JH Resource Calc,,200.07,J,
Production (Integrated),Integrated Production - Producer,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Production (Integrated),Producer - Digital,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Production (Integrated),Associate Production Director - Film,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Production (Integrated),Associate Production Director - Photo,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Production (Integrated),Integrated Production - Senior Manager,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Production (Integrated),Integrated Production - Senior Producer,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Production (Integrated),Executive Producer,FTE,Day,US-SEA,"1,185.12","1,185.12",USD,EG_JH Resource Calc,,504.31,M,
Production (Integrated),Integrated Production - Director of Production,FTE,Day,US-SEA,"1,185.12","1,185.12",USD,EG_JH Resource Calc,,504.31,M,
Production (Integrated),Assistant Producer - Film,FTE,Day,US-LA,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Production (Integrated),Assistant Producer - Digital,FTE,Day,US-LA,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Production (Integrated),Integrated Production - Coordinator,FTE,Day,US-LA,546.23,546.23,USD,EG_JH Resource Calc,,232.44,J,
Production (Integrated),Integrated Production - Producer,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Production (Integrated),Producer - Digital,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Production (Integrated),Associate Production Director - Film,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Production (Integrated),Associate Production Director - Photo,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Production (Integrated),Integrated Production - Senior Manager,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
